"OWNER","ADDRESS","City","State","Zip","TOTL_SQFT","D_CLASS_CN","TOTAL_VALUE","cst_sqft","AUTO_UNIQUE_ID_2014-04-22_sebrenner_denOffice_short","Source","TimeTaken","UpdatedGeocoding","Version","ErrorMessage","TransactionId","naaccrQualCode","naaccrQualType","FeatureMatchingResultType","MatchedLocationType","RegionSizeUnits","InterpolationType","RegionSize","InterpolationSubType","FeatureMatchingGeographyType","MatchScore","FeatureMatchingHierarchy","TieHandlingStrategyType","FeatureMatchingResultTypeTieBreakingNotes","GeocodeQualityType","FeatureMatchingHierarchyNotes","FeatureMatchingResultTypeNotes","FeatureMatchingResultCount","Latitude","Longitude","MatchType","CensusYear","CensusPlaceFips","CensusMsaFips","CensusMetDivFips","CensusMcdFips","CensusCbsaMicro","CensusCbsaFips","CensusBlock","CensusBlockGroup","CensusTract","CensusCountyFips","CensusStateFips","naaccrCertCode","naaccrCertType","MNumber","MNumberFractional","MPreDirectional","MName","MSuffix","MPostDirectional","MSuiteType","MSuiteNumber","MPostOfficeBoxType","MPostOfficeBoxNumber","MCity","MState","MZip","MZipPlus1","MZipPlus2","MZipPlus3","MZipPlus4","MZipPlus5","MPreQualifier","MPostQualifier","MConsolidatedCity","MMinorCivilDivision","MCountySubRegion","MCounty","MPreType","MPreArticle","MPostArticle","PPostArticle","PPreArticle","PPreType","PNumber","PNumberFractional","PPreDirectional","PName","PSuffix","PPostDirectional","PSuiteType","PSuiteNumber","PPostOfficeBoxType","PPostOfficeBoxNumber","PCity","PState","PZip","PZipPlus1","PZipPlus2","PZipPlus3","PZipPlus4","PZipPlus5","PPreQualifier","PPostQualifier","PConsolidatedCity","PMinorCivilDivision","PCountySubRegion","PCounty","FNumber","FNumberFractional","FPreDirectional","FName","FSuffix","FPostDirectional","FSuiteType","FSuiteNumber","FCity","FState","FZip","FZipPlus1","FZipPlus2","FZipPlus3","FZipPlus4","FZipPlus5","FPreQualifier","FPostQualifier","FConsolidatedCity","FMinorCivilDivision","FCountySubRegion","FCounty","FArea","FAreaType","FGeometry","FSource","FVintage","FPrimaryIdValue","FPostOfficeBoxNumber","FPrimaryIdField","FGeometrySRID","FPostOfficeBoxType","FPreType","FPreArticle","FPostArticle"
"JRS INVESTMENTS LLC","495  UINTA WAY","Denver","CO","80123","5657","OFFICE CONDO","311800","55.12",877,"USCGeocoder",16,1,"4.01","","c1d6a129-44d9-40b0-826a-4e5779ef682a","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","4148.59239779157","LinearInterpolationAddressRange","StreetSegment","88.0177514792899","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","0",39.7226957296097,-104.891674505055,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","4065","4","0044.05","031","08","1","ResidenceStreetAddress","495","","","","WAY","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","495","","","","WAY","","","","","","Denver","CO","80123","","","","","","","","","","","","385-505","","","","Way","","","","Denver","CO","80230","","","","","","","","","","Denver","Denver",4148.59239779157,"Meters","","SOURCE_CENSUS_TIGERLINES_2010","2010","627214918","","tlid",0,"","","",""
"CIMINO,JOHN A","925 E 17TH AVE","Denver","CO","80123","5670","OFFICE CONVRSN","629600","111.04",878,"USCGeocoder",187,1,"4.01","","1c67c941-cbcf-4744-aefe-da6c48247100","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","519.075542893988","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.7435732918103,-104.975342842988,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","1010","1","0026.02","031","08","1","ResidenceStreetAddress","925","","E","","AVE","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","925","","E","","AVE","","","","","","Denver","CO","80123","","","","","","","","","","","","925","","E","","Ave","","","","Denver","CO","80218","","","","1407","","","","","","","",519.075542893988,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","548525","","UniqueId",0,"","","",""
"DALEY,RODGER C","724 E 19TH AVE","Denver","CO","80123","5683","OFFICE CONVRSN","384900","67.73",879,"USCGeocoder",203,1,"4.01","","05b1a078-a2b2-46db-af97-56195c15d0ae","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","557.717820473015","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.7458596754414,-104.977899066223,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","1005","1","0026.02","031","08","1","ResidenceStreetAddress","724","","E","","AVE","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","724","","E","","AVE","","","","","","Denver","CO","80123","","","","","","","","","","","","724","","E","","Ave","","","","Denver","CO","80203","","","","1418","","","","","","","",557.717820473015,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","548035","","UniqueId",0,"","","",""
"BSP HOLDINGS LLC","301  KALAMATH ST","Denver","CO","80123","5713","OFFICE CONDO","333300","58.34",880,"USCGeocoder",31,1,"4.01","","615ba18a-b236-4bba-bf1d-a664266a7d09","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","3873.35949931014","LinearInterpolationAddressRange","StreetSegment","88.0177514792899","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","0",39.7209330959596,-105.000272066559,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","3006","3","0021.00","031","08","1","ResidenceStreetAddress","301","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","301","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","301-399","","","","St","","","","Denver","CO","80223","","","","","","","","","","Denver","Denver",3873.35949931014,"Meters","","SOURCE_CENSUS_TIGERLINES_2010","2010","177330354","","tlid",0,"","","",""
"SARKISIAN PROPERTIES LLC","409  PENNSYLVANIA ST","Denver","CO","80123","5716","OFFICE BLDG","303000","53.01",881,"USCGeocoder",218,1,"4.01","","3fe209b9-011b-4ba8-b6ab-e3329a74f5fb","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","562.476113831566","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.7227789987547,-104.981393003726,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","3015","3","0028.01","031","08","1","ResidenceStreetAddress","409","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","409","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","409","","","","St","","","","Denver","CO","80203","","","","3613","","","","","","","",562.476113831566,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","598754","","UniqueId",0,"","","",""
"JJI INC","880 E BUCHTEL BLVD","Denver","CO","80123","5720","OFFICE CONVRSN","160300","28.02",882,"USCGeocoder",156,1,"4.01","","d15bdc16-01b4-4940-8ae8-10d6710f3239","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","519.592492386699","ArealInterpolationGeometricCentroid","Parcel","93.6686390532544","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.691378087379,-104.977182703023,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","2014","2","0030.01","031","08","1","ResidenceStreetAddress","880","","E","","BLVD","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","880","","E","","BLVD","","","","","","Denver","CO","80123","","","","","","","","","","","","880","","","","Blvd","","","","Denver","CO","80210","","","","2233","","","","","","","",519.592492386699,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","560637","","UniqueId",0,"","","",""
"DENVER FIREFIGHTERS PROTECTIVE ASSOCIATION BUILDING CORP","2342  BROADWAY","Denver","CO","80123","5731","OFFICE BLDG","963700","168.16",883,"USCGeocoder",218,1,"4.01","","75972969-593f-4285-9dde-7f61578a9743","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","532.35986164771","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.7554391256802,-104.987075140484,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","3022","3","0016.00","031","08","1","ResidenceStreetAddress","2342","","","","","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","2342","","","","","","","","","","Denver","CO","80123","","","","","","","","","","","","2342","","","","","","","","Denver","CO","80205","","","","2178","","","","","","","",532.35986164771,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","549077","","UniqueId",0,"","","",""
"ROCKY MOUNTAIN LODGE #1 TEMPLE ASSOCIATION","4200 E COLFAX AVE","Denver","CO","80123","5733","OFFICE BLDG","447100","77.99",884,"USCGeocoder",250,1,"4.01","","903ca06c-d396-40c1-8f49-494943c37ca6","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","524.364013548275","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.7398973983125,-104.938145415242,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","1006","1","0043.01","031","08","1","ResidenceStreetAddress","4200","","E","","AVE","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","4200","","E","","AVE","","","","","","Denver","CO","80123","","","","","","","","","","","","4200","","E","","Ave","","","","Denver","CO","80220","","","","1006","","","","","","","",524.364013548275,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","684119","","UniqueId",0,"","","",""
"SMART DEVELOPMENT GROUP LLC","301  KALAMATH ST","Denver","CO","80123","5736","OFFICE CONDO","334500","58.32",885,"USCGeocoder",16,1,"4.01","","a31e7bd1-c5a3-45df-abd8-f2bc2033423f","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","3873.35949931014","LinearInterpolationAddressRange","StreetSegment","88.0177514792899","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","0",39.7209330959596,-105.000272066559,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","3006","3","0021.00","031","08","1","ResidenceStreetAddress","301","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","301","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","301-399","","","","St","","","","Denver","CO","80223","","","","","","","","","","Denver","Denver",3873.35949931014,"Meters","","SOURCE_CENSUS_TIGERLINES_2010","2010","177330354","","tlid",0,"","","",""
"EMERSON STREET GROUP","601  EMERSON ST","Denver","CO","80123","5750","OFFICE BLDG","220100","38.28",886,"USCGeocoder",203,1,"4.01","","58fdcae3-4fd5-4555-a25e-1b1be8c486da","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","623.638652986614","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.7257705434223,-104.976711777567,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","1003","1","0028.01","031","08","1","ResidenceStreetAddress","601","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","601","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","601","","","","St","","","","Denver","CO","80218","","","","3258","","","","","","","",623.638652986614,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","598976","","UniqueId",0,"","","",""
"BURGIN,JAMES A","1470  JERSEY ST","Denver","CO","80123","5750","OFFICE BLDG","374600","65.15",887,"USCGeocoder",172,1,"4.01","","76faa7a5-f5a7-44dc-8ce5-4614e0e37992","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","496.468703255057","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.739699385837,-104.919111376555,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","4005","4","0043.04","031","08","1","ResidenceStreetAddress","1470","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","1470","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","1470","","","","St","","","","Denver","CO","80220","","","","2652","","","","","","","",496.468703255057,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","549061","","UniqueId",0,"","","",""
"RICK JOHNSON INVESTMENTS LLC","1649  DOWNING ST","Denver","CO","80123","5783","OFFICE CONVRSN","711300","123",888,"USCGeocoder",218,1,"4.01","","a55aea5c-0c9d-4bff-bbe1-32ea38cb4a1f","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","469.620648457669","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.7425974912951,-104.973804962395,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","1013","1","0026.02","031","08","1","ResidenceStreetAddress","1649","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","1649","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","1649","","","","St","","","","Denver","CO","80218","","","","1528","","","","","","","",469.620648457669,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","636078","","UniqueId",0,"","","",""
"GRIFFITH CENTERS FOR CHILDREN FOUNDATION INC","1724  GILPIN ST","Denver","CO","80123","5810","OFFICE CONVRSN","606700","104.42",889,"USCGeocoder",203,1,"4.01","","d11295c2-0f70-4e70-9f0f-bbdbaeb0f5c6","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","517.439251350239","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.7437460722143,-104.966877302059,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","1017","1","0031.02","031","08","1","ResidenceStreetAddress","1724","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","1724","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","1724","","","","St","","","","Denver","CO","80218","","","","1206","","","","","","","",517.439251350239,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","549219","","UniqueId",0,"","","",""
"THOM COOK AND ASSOCIATIES LLC","301  KALAMATH ST","Denver","CO","80123","5818","OFFICE CONDO","339600","58.37",890,"USCGeocoder",31,1,"4.01","","eb07fca4-b4df-405b-b164-8fbc88749e12","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","3873.35949931014","LinearInterpolationAddressRange","StreetSegment","88.0177514792899","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","0",39.7209330959596,-105.000272066559,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","3006","3","0021.00","031","08","1","ResidenceStreetAddress","301","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","301","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","301-399","","","","St","","","","Denver","CO","80223","","","","","","","","","","Denver","Denver",3873.35949931014,"Meters","","SOURCE_CENSUS_TIGERLINES_2010","2010","177330354","","tlid",0,"","","",""
"SADLER,NORRIS","3025 W 38TH AVE","Denver","CO","80123","5875","OFFICE CONVRSN","291800","49.67",891,"USCGeocoder",234,1,"4.01","","a70afaa8-fe4c-40fc-85e6-45bd0b570668","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","551.503811897128","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.7695552200403,-105.026010941421,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","1015","1","0003.01","031","08","1","ResidenceStreetAddress","3025","","W","","AVE","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","3025","","W","","AVE","","","","","","Denver","CO","80123","","","","","","","","","","","","3025","","W","","Ave","","","","Denver","CO","80211","","","","2001","","","","","","","",551.503811897128,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","693623","","UniqueId",0,"","","",""
"LTH LLC","3222  TEJON ST","Denver","CO","80123","5875","OFFICE BLDG","720600","122.66",892,"USCGeocoder",218,1,"4.01","","9f0f4915-301b-4a89-8422-99cf7ac2f763","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","566.467719298322","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.7625654048186,-105.010856372422,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","3014","3","0011.02","031","08","1","ResidenceStreetAddress","3222","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","3222","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","3222","","","","St","","","","Denver","CO","80211","","","","3471","","","","","","","",566.467719298322,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","544503","","UniqueId",0,"","","",""
"FROG ROCK PROPERTIES LLC","2432 W 32ND AVE","Denver","CO","80123","5902","OFFICE BLDG","545300","92.39",893,"USCGeocoder",218,1,"4.01","","dc5fef61-4c13-400b-b48e-b7976505bea7","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","544.132371113905","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.7617914514473,-105.01677986603,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","4000","4","0004.02","031","08","1","ResidenceStreetAddress","2432","","W","","AVE","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","2432","","W","","AVE","","","","","","Denver","CO","80123","","","","","","","","","","","","2432","","W","","Ave","","","","Denver","CO","80211","","","","3322","","","","","","","",544.132371113905,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","631578","","UniqueId",0,"","","",""
"LERMAN,EILEEN","815 E 17TH AVE","Denver","CO","80123","5928","OFFICE CONVRSN","422500","71.27",894,"USCGeocoder",234,1,"4.01","","ab494483-a598-46fc-87a2-f49756683564","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","551.355049710255","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.7436455834152,-104.977065107301,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","1009","1","0026.02","031","08","1","ResidenceStreetAddress","815","","E","","AVE","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","815","","E","","AVE","","","","","","Denver","CO","80123","","","","","","","","","","","","815","","E","","Ave","","","","Denver","CO","80218","","","","1417","","","","","","","",551.355049710255,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","636076","","UniqueId",0,"","","",""
"MCCROSKEY,THOMAS T","1169  COLORADO BLVD","Denver","CO","80123","5938","OFFICE W/RESID","475900","80.14",895,"USCGeocoder",187,1,"4.01","","ad93fa53-d2a5-414b-a649-f3b677010f29","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","520.461246848106","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.7349133013894,-104.941049835246,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","2017","2","0037.03","031","08","1","ResidenceStreetAddress","1169","","","","BLVD","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","1169","","","","BLVD","","","","","","Denver","CO","80123","","","","","","","","","","","","1169","","","","Blvd","","","","Denver","CO","80206","","","","3613","","","","","","","",520.461246848106,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","619154","","UniqueId",0,"","","",""
"TARVER,RON","240 S BROADWAY","Denver","CO","80123","5946","OFFICE BLDG","668300","112.39",896,"USCGeocoder",156,1,"4.01","","df603a8d-8b97-45b0-bf78-4aebe5a98724","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","2269.04858769302","LinearInterpolationAddressRange","StreetSegment","88.0177514792899","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","0",39.7121978672742,-104.98745793479,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","3014","3","0028.02","031","08","1","ResidenceStreetAddress","240","","S","","","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","240","","S","","","","","","","","Denver","CO","80123","","","","","","","","","","","","200-244","","S","","","","","","Denver","CO","80209","","","","","","","","","","Denver","Denver",2269.04858769302,"Meters","","SOURCE_CENSUS_TIGERLINES_2010","2010","177330885","","tlid",0,"","","",""
